Category,Age Class,Age DR,Age Chi-Square,Body Class,Body DR,Body Chi-Square,Gender Class,Gender DR,Gender Chi-Square,Hair Class,Hair DR,Hair Chi-Square,Race Class,Race DR,Race Chi-Square,Validage Class,Validage DR,Validage Chi-Square,Validbody Class,Validbody DR,Validbody Chi-Square,Validgender Class,Validgender DR,Validgender Chi-Square,Validhair Class,Validhair DR,Validhair Chi-Square,Validrace Class,Validrace DR,Validrace Chi-Square
Rowing,teenager,1.0,0.0,wide and short,1.0,0.0,female,0.4051094890510949,52.737226277372265,blonde,0.49635036496350365,133.02919708029196,white,0.49635036496350365,133.02919708029196,teenager,1.0,0.0,wide and short,1.0,0.0,female,0.4306569343065693,71.54014598540147,blonde,1.0,0.0,white,1.0,0.0
SalsaSpin,teenager,0.49624060150375937,129.0300751879699,thin and short,0.39849624060150374,46.92481203007519,female,0.4924812030075188,125.1203007518797,blonde,0.42105263157894735,62.26315789473684,white,0.4924812030075188,125.1203007518797,teenager,1.0,0.0,thin and short,0.4323308270676692,70.74436090225564,female,1.0,0.0,blonde,0.40601503759398494,51.796992481203006,white,1.0,0.0
ShavingBeard,teenager,0.48757763975155277,145.3975155279503,thin and short,1.0,0.0,male,0.4409937888198758,93.96894409937889,blonde,0.17080745341614906,184.56521739130434,white,0.3250517598343685,298.44720496894416,teenager,0.48757763975155277,145.3975155279503,thin and short,1.0,0.0,male,0.4472049689440994,100.18012422360249,blonde,0.3695652173913043,36.82608695652174,white,1.0,0.0
Shotput,teenager,0.4930555555555556,136.11111111111111,wide and short,0.2847222222222222,2.7777777777777777,male,0.3958333333333333,49.0,blonde,0.40625,56.25,white,1.0,0.0,teenager,1.0,0.0,wide and short,0.2743055555555556,1.3611111111111112,male,0.40625,56.25,blonde,0.4618055555555556,103.36111111111111,white,1.0,0.0
SkateBoarding,teenager,0.4875,108.3,wide and short,0.38333333333333336,34.13333333333333,male,0.325,10.8,blonde,0.25833333333333336,0.13333333333333333,white,0.2972222222222222,168.95,teenager,0.48333333333333334,104.53333333333333,wide and short,0.4125,50.7,male,0.32916666666666666,12.033333333333333,black,0.30416666666666664,5.633333333333334,white,0.3111111111111111,194.4
Skiing,teenager,0.4962962962962963,131.02962962962962,thin and short,0.3592592592592593,25.785185185185185,female,0.4666666666666667,101.4,blonde,0.2518518518518518,0.007407407407407408,white,1.0,0.0,teenager,1.0,0.0,thin and short,0.43703703703703706,75.56296296296296,female,0.4740740740740741,108.45185185185186,black,0.2518518518518518,0.007407407407407408,white,1.0,0.0
Skijet,teenager,1.0,0.0,wide and short,0.48,84.64,female,0.475,81.0,blonde,0.325,9.0,white,0.47,77.44,teenager,1.0,0.0,wide and short,0.48,84.64,female,1.0,0.0,blonde,0.3,4.0,white,0.46,70.56
SkyDiving,teenager,1.0,0.0,wide and short,0.3409090909090909,14.545454545454545,female,0.4409090909090909,64.14545454545454,blonde,0.2863636363636364,2.327272727272727,white,0.2,179.96363636363634,teenager,1.0,0.0,wide and short,0.34545454545454546,16.036363636363635,female,0.4590909090909091,76.94545454545455,black,0.2545454545454545,0.03636363636363636,white,0.2696969696969697,114.34545454545454
SoccerJuggling,teenager,0.3707482993197279,34.29251700680272,wide and short,0.25170068027210885,0.006802721088435374,male,0.41836734693877553,66.6734693877551,blonde,0.37755102040816324,38.265306122448976,white,0.4931972789115646,139.10884353741497,teenager,0.37755102040816324,38.265306122448976,wide and short,0.2653061224489796,0.5510204081632653,male,0.391156462585034,46.863945578231295,blonde,0.3945578231292517,49.14965986394558,white,1.0,0.0
SoccerPenalty,teenager,1.0,0.0,wide and short,1.0,0.0,male,0.45985401459854014,96.53284671532846,blonde,0.49635036496350365,133.02919708029196,white,0.2208029197080292,294.91240875912405,teenager,1.0,0.0,wide and short,1.0,0.0,male,0.48175182481751827,117.72992700729927,blonde,1.0,0.0,white,0.4233576642335766,65.87591240875912
StillRings,teenager,1.0,0.0,thin and short,0.3482142857142857,17.285714285714285,female,0.30357142857142855,5.142857142857143,blonde,0.4955357142857143,108.03571428571429,white,0.42410714285714285,54.32142857142857,teenager,1.0,0.0,thin and short,0.40625,43.75,female,0.36160714285714285,22.321428571428573,blonde,1.0,0.0,white,0.39732142857142855,38.892857142857146
SumoWrestling,teenager,1.0,0.0,thin and short,0.4224137931034483,55.172413793103445,male,0.4698275862068966,89.6896551724138,blonde,0.40086206896551724,42.241379310344826,asian,0.46551724137931033,86.20689655172414,teenager,1.0,0.0,thin and short,0.4482758620689655,72.96551724137932,male,0.4827586206896552,100.55172413793103,blonde,0.4051724137931034,44.689655172413794,asian,0.4827586206896552,100.55172413793103
Surfing,teenager,1.0,0.0,thin and short,0.26587301587301587,0.5079365079365079,female,0.4603174603174603,89.17460317460318,black,0.26587301587301587,0.5079365079365079,white,0.29894179894179895,181.47619047619045,teenager,1.0,0.0,thin and short,0.2896825396825397,3.1746031746031744,female,0.4642857142857143,92.57142857142857,black,0.25,0.0,white,0.4722222222222222,99.55555555555556
Swing,kid,0.4580152671755725,90.69465648854961,wide and short,0.4083969465648855,52.587786259541986,female,0.46946564885496184,100.95419847328245,blonde,0.4961832061068702,127.03053435114504,white,0.46946564885496184,100.95419847328245,kid,0.48091603053435117,111.76335877862596,wide and short,0.42748091603053434,66.02290076335878,female,0.4847328244274809,115.4885496183206,blonde,1.0,0.0,white,0.46564885496183206,97.47328244274809
TableTennisShot,teenager,0.48928571428571427,128.25714285714287,wide and short,0.4392857142857143,80.25714285714285,male,0.46785714285714286,106.31428571428572,blonde,0.24047619047619048,102.70000000000002,asian,0.35,22.4,teenager,1.0,0.0,wide and short,0.4607142857142857,99.45714285714286,male,0.475,113.4,blonde,0.24523809523809523,111.0142857142857,asian,0.3392857142857143,17.857142857142858
TaiChi,teenager,0.495,96.04,thin and short,0.28,1.44,male,0.37,23.04,blonde,0.19,33.14,asian,0.39,31.36,teenager,1.0,0.0,thin and short,0.3,4.0,male,0.34,12.96,blonde,0.18666666666666668,34.88,asian,0.44,57.76
TennisSwing,teenager,0.4879518072289157,150.3855421686747,wide and short,0.4307228915662651,86.74698795180723,male,0.3313253012048193,17.566265060240966,blonde,0.4397590361445783,95.63855421686748,white,0.4879518072289157,150.3855421686747,teenager,1.0,0.0,wide and short,0.4367469879518072,92.62650602409639,male,0.3192771084337349,12.74698795180723,blonde,0.4578313253012048,114.72289156626506,white,1.0,0.0
ThrowDiscus,teenager,1.0,0.0,wide and short,0.28846153846153844,3.076923076923077,male,0.3923076923076923,42.12307692307692,blonde,0.36923076923076925,29.56923076923077,white,0.23846153846153847,343.6615384615385,teenager,1.0,0.0,wide and short,0.25769230769230766,0.12307692307692308,male,0.38846153846153847,39.87692307692308,blonde,0.3923076923076923,42.12307692307692,white,0.4846153846153846,114.49230769230769
TrampolineJumping,,,,wide and short,0.2647058823529412,0.4117647058823529,female,0.40756302521008403,47.26890756302521,blonde,0.47478991596638653,96.21008403361344,white,0.48739495798319327,107.30252100840336,,,,thin and short,0.28991596638655465,3.033613445378151,female,0.4579831932773109,82.36134453781513,blonde,0.4831932773109244,103.53781512605042,white,0.4831932773109244,103.53781512605042
Typing,,,,thin and short,0.41544117647058826,59.55882352941177,female,0.4889705882352941,124.26470588235294,blonde,0.4485294117647059,85.76470588235294,white,0.29901960784313725,194.52941176470586,,,,thin and short,0.4227941176470588,64.97058823529412,female,0.4852941176470588,120.47058823529412,blonde,0.4338235294117647,73.52941176470588,white,0.27941176470588236,156.7205882352941
UnevenBars,,,,thin and short,0.4230769230769231,49.84615384615385,female,0.4951923076923077,100.03846153846153,blonde,0.3269230769230769,196.17307692307696,white,0.28205128205128205,125.90384615384617,,,,thin and short,0.46634615384615385,77.88461538461539,female,1.0,0.0,blonde,1.0,0.0,white,0.40865384615384615,41.88461538461539
VolleyballSpiking,,,,wide and short,0.4870689655172414,104.3103448275862,male,0.28879310344827586,2.793103448275862,blonde,0.44396551724137934,69.82758620689656,white,0.46120689655172414,82.79310344827586,,,,wide and short,1.0,0.0,female,0.28448275862068967,2.206896551724138,blonde,0.4396551724137931,66.75862068965517,white,0.4698275862068966,89.6896551724138
WalkingWithDog,,,,thin and short,0.26422764227642276,0.3983739837398374,female,0.3983739837398374,43.32520325203252,blonde,0.11178861788617886,59.14634146341464,white,0.4878048780487805,111.29268292682927,,,,thin and short,0.3008130081300813,5.08130081300813,female,0.45528455284552843,82.9349593495935,black,0.15447154471544716,32.97560975609756,white,1.0,0.0
WallPushups,,,,thin and short,0.4653846153846154,96.49230769230769,female,0.2692307692307692,0.7692307692307693,blonde,0.4461538461538462,80.03076923076924,white,1.0,0.0,,,,thin and short,0.45384615384615384,86.43076923076923,female,0.27692307692307694,1.5076923076923077,blonde,0.45,83.2,white,1.0,0.0
WritingOnBoard,,,,wide and short,0.19298245614035087,76.78947368421053,male,0.4243421052631579,73.92105263157895,blonde,0.17543859649122806,71.10526315789474,white,0.23684210526315788,394.4736842105263,,,,wide and short,0.29605263157894735,5.157894736842105,male,0.4375,85.5,blonde,0.26644736842105265,0.6578947368421053,white,0.4868421052631579,136.42105263157896
YoYo,,,,thin and short,0.4296875,66.125,male,0.4765625,105.125,black,0.25390625,0.03125,white,0.18489583333333334,63.671875,,,,thin and short,0.48046875,108.78125,male,1.0,0.0,black,0.26953125,0.78125,white,0.296875,4.5
