step,avg_chi
2466,980.3539544561357
2467,980.1214096525828
2468,979.8888380951985
2469,979.6564158644305
2470,979.4239668733285
2471,979.191563057211
2472,978.9592367051758
2473,978.7269555410348
2474,978.4946476195586
2475,978.262489180256
2476,978.0303039771147
2477,977.798164003733
2478,977.566101591855
2479,977.3340844226767
2480,977.1020404926791
2481,976.8701462007098
2482,976.6382251414174
2483,976.4063493667719
2484,976.1745512512579
2485,975.9427984333606
2486,975.7110188511809
2487,975.4793890631823
2488,975.247732504397
2489,975.0161212852587
2490,974.784587823085
2491,974.5530997135589
2492,974.3215848363076
2493,974.0902199096889
2494,973.8588282088407
2495,973.6274819027518
2496,973.3962134516692
2497,973.1649904083771
2498,972.9337405939378
2499,972.7026408868829
2500,972.4715144021762
2501,972.2404333674548
2502,972.0094302859885
2503,971.7784726675695
2504,971.5474882746021
2505,971.3166541460713
2506,971.0857932364876
2507,970.8549778322285
2508,970.6242404796822
2509,970.3935486455533
2510,970.1628300334957
2511,969.9322618432288
2512,969.7016668685288
2513,969.4711174546068
2514,969.2406461910641
2515,969.0102205014231
2516,968.7797680304944
2517,968.5494661390134
2518,968.3191374597391
2519,968.0888543968109
2520,967.8586495831388
2521,967.6284903989666
2522,967.398304430169
2523,967.1682691987788
2524,966.9382071762578
2525,966.7081908257651
2526,966.478252823615
2527,966.2483605066783
2528,966.0184414018
2529,965.7886731925931
2530,965.5588781889388
2531,965.3291289131101
2532,965.0994580849219
2533,964.8698329977756
2534,964.6401811193931
2535,964.4106802952505
2536,964.1811526733654
2537,963.9516708352195
2538,963.7222675442232
2539,963.4929100502126
2540,963.2635257616927
2541,963.0342926862877
2542,962.805032809867
2543,962.575818773214
2544,962.3466833834319
2545,962.1175938466957
2546,961.8884775121987
2547,961.6595125499985
2548,961.430520783531
2549,961.2015749129758
2550,960.9727077892265
2551,960.743886574699
2552,960.5150385591811
2553,960.2863420754493
2554,960.0576187842211
2555,959.8289414451659
2556,959.600342953065
2557,959.3717904264781
2558,959.1432110956945
2559,958.9147834564939
2560,958.68632900659
2561,958.4579205652371
2562,958.229591071201
2563,958.0013075990879
2564,957.7729973195933
2565,957.5448388917893
2566,957.3166536500966
2567,957.0885144734497
2568,956.8604543446972
2569,956.6324402943952
2570,956.4043994335484
2571,956.1765105848095
2572,955.9485949190193
2573,955.7207253748884
2574,955.4929349794442
2575,955.2651907190948
2576,955.0374196450608
2577,954.809800743863
2578,954.5821550224742
2579,954.3545554794749
2580,954.1270351861716
2581,953.8995610847256
2582,953.672060166478
2583,953.4447115821071
2584,953.2173361744277
2585,952.9900070019866
2586,952.7627571804674
2587,952.5355536076869
2588,952.3083232150096
2589,952.0812453175627
2590,951.8541405937129
2591,951.6270821620689
2592,951.4001031827908
2593,951.1731705092507
2594,950.946211012742
2595,950.7194041731314
2596,950.4925705040463
2597,950.2657831842533
2598,950.0390754184887
2599,949.8124140155801
2600,949.5857257866551
2601,949.3591903766097
2602,949.132628134042
2603,948.906112297972
2604,948.6796761178115
2605,948.453286357745
2606,948.2268697686369
2607,948.0006061607058
2608,947.774315717228
2609,947.5480717375731
2610,947.3219075159282
2611,947.0957897717357
2612,946.8696451955001
2613,946.6436537630553
2614,946.417635492062
2615,946.1916637423378
2616,945.9657718529443
2617,945.7399264984815
2618,945.5140543089971
2619,945.2883354262357
2620,945.0625897019476
2621,944.8368905564945
2622,944.6112713739145
2623,944.3856987838639
2624,944.1600993558368
2625,943.9346533977832
2626,943.7091805952487
2627,943.4837544292363
2628,943.2584083288604
2629,943.0331088787337
2630,942.8077825877003
2631,942.5826099302094
2632,942.3574104253072
2633,942.132257614736
2634,941.9071849727867
2635,941.6821590389283
2636,941.4571062612564
2637,941.2322072810165
2638,941.0072814504588
2639,940.7824023721622
2640,940.5576035656968
2641,940.3328515252853
2642,940.1080726381778
2643,939.8834477127126
2644,939.6587959340477
2645,939.4341909656965
2646,939.2096663726087
2647,938.9851886036604
2648,938.7606839851574
2649,938.5363334928298
2650,938.3119561444449
2651,938.0876256645479
2652,937.8633756635714
2653,937.6391725449421
2654,937.4149425739251
2655,937.1908668939387
2656,936.966764355062
2657,936.74270874297
2658,936.5187337136819
2659,936.2948056250711
2660,936.0708506812633
2661,935.847050193666
2662,935.6232228443696
2663,935.3994424802787
2664,935.1757428030998
2665,934.9520901250518
2666,934.728410589023
2667,934.5048856747093
2668,934.2813338959127
2669,934.0578291608657
2670,933.8344052170651
2671,933.6110283309737
2672,933.387624584142
2673,933.1643756248553
2674,932.941099798327
2675,932.7178710742168
2676,932.4947232459149
2677,932.271622534024
2678,932.0484949586588
2679,931.8255223369948
2680,931.6025228453564
2681,931.3795705149282
2682,931.156699185099
2683,930.9338750305063
2684,930.7110240097309
2685,930.4883281091412
2686,930.2656053358687
2687,930.0429297827237
2688,929.8203353351961
2689,929.597788121857
2690,929.3752140396509
2691,929.1527952444444
2692,928.9303495738723
2693,928.70795118247
2694,928.4856340019331
2695,928.2633641146609
2696,928.0410673558645
2697,927.8189260512099
2698,927.5967578685327
2699,927.3746370241937
2700,927.1525974961982
2701,926.9306053206697
2702,926.7085862709843
2703,926.4867228429148
2704,926.264832534191
2705,926.0429896230994
2706,925.8212281340606
2707,925.5995140568167
2708,925.3777731028104
2709,925.1561879382242
2710,924.9345758903784
2711,924.7130112995854
2712,924.4915282367859
2713,924.2700926452359
2714,924.0486301743432
2715,923.8273236610084
2716,923.6059902618346
2717,923.3847043792608
2718,923.1635001308532
2719,922.9423434132774
2720,922.7211598138048
2721,922.5001323403607
2722,922.2790779785249
2723,922.0580711929633
2724,921.8371461479741
2725,921.6162686935254
2726,921.3953643546523
2727,921.1746163106135
2728,920.9538413756563
2729,920.733114076775
2730,920.5124686251061
2731,920.2918708238145
2732,920.0712461355976
2733,919.8507779113557
2734,919.6302827936953
2735,919.4098353720414
2736,919.1894699044734
2737,918.9691521472479
2738,918.748807500623
2739,918.5286194874499
2740,918.3084045783856
2741,918.088237425386
2742,917.8681523335821
2743,917.6481150122139
2744,917.4280507989989
2745,917.2081433890503
2746,916.9882090807642
2747,916.7683225887304
2748,916.5485182652379
2749,916.328761772403
2750,916.1089783853018
2751,915.8893519716195
2752,915.6696986571807
2753,915.4500932193105
2754,915.2305700575639
2755,915.011094786827
2756,914.7915926194308
2757,914.5722475959454
2758,914.3528756693123
2759,914.1335516796934
2760,913.9143100740185
2761,913.6951164198343
2762,913.4758958666257
2763,913.2568326281604
2764,913.0377424841831
2765,912.8187003377965
2766,912.5997406834116
2767,912.3808290411293
2768,912.1618904974847
2769,911.9431094397572
2770,911.7243014741815
2771,911.5055415669027
2772,911.2868642599233
2773,911.0682350257886
2774,910.8495788879815
2775,910.6310804076079
2776,910.412555017077
2777,910.1940777456812
2778,909.9756831831213
2779,909.7573367542799
2780,909.5389634194838
2781,909.3207479139805
2782,909.1025054960396
2783,908.8843112582027
2784,908.6661998379794
2785,908.4481366124788
2786,908.2300464787701
2787,908.0121143465584
2788,907.7941552996564
2789,907.5762444939587
2790,907.3584166148935
2791,907.140636991688
2792,906.9228304580489
2793,906.705182098456
2794,906.4875068219486
2795,906.2698798478785
2796,906.052335909702
2797,905.8348402886542
2798,905.6173177549755
2799,905.3999535682389
2800,905.1825624623922
2801,904.9652197203487
2802,904.7479601237022
2803,904.5307489055862
2804,904.3135107726708
2805,904.0964311599408
2806,903.8793246259341
2807,903.6622665172289
